antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"React, HTML/CSS",TypeScript,0.145,0.1595,0.109,0.7517241379310345,4.713003999567615,1.0,0.0858725,3.385347222222223,0.9214281882075219,0.557544757033248,0.7046093253194938,0.7175548589341694
"Rest Apis, React",TypeScript,0.1365,0.1595,0.1025,0.7509157509157508,4.7079357424185,1.0,0.08072824999999999,3.3743602941176456,0.9120934370895534,0.5297157622739016,0.7036475323209409,0.696774489877938
TypeScript,"Rest Apis, React",0.1595,0.1365,0.1025,0.6426332288401253,4.7079357424185,1.0,0.08072824999999999,2.4162850877192974,0.9370525674322774,0.5297157622739016,0.5861415504807472,0.696774489877938
"React, SQL",Node.js,0.0735,0.185,0.064,0.870748299319728,4.7067475638904215,1.0,0.0504025,6.305526315789477,0.8500151780895845,0.32904884318766064,0.8414089562205251,0.608347122632837
"MongoDB, HTML/CSS",Node.js,0.0735,0.185,0.064,0.870748299319728,4.7067475638904215,1.0,0.0504025,6.305526315789477,0.8500151780895845,0.32904884318766064,0.8414089562205251,0.608347122632837
"Unit Testing, Teamwork",Data Structures,0.056,0.129,0.034,0.6071428571428572,4.706533776301218,1.0,0.026776,2.2170909090909094,0.8342472582253241,0.2251655629139073,0.5489585041823849,0.4353543743078627
"TypeScript, MongoDB",Node.js,0.0695,0.185,0.0605,0.8705035971223021,4.705424849309741,1.0,0.0476425,6.293611111111106,0.8462969788747718,0.3118556701030928,0.841108708125524,0.5987653120746645
"Teamwork, Webpack",TypeScript,0.044,0.1595,0.033,0.7500000000000001,4.702194357366772,1.0,0.025982,3.3620000000000014,0.8235704323570433,0.1935483870967742,0.7025580011897682,0.478448275862069
"JavaScript, HTML/CSS",TypeScript,0.16,0.1595,0.12,0.75,4.702194357366771,1.0,0.09448,3.362,0.9373015873015874,0.6015037593984962,0.702558001189768,0.7511755485893417
TypeScript,"JavaScript, HTML/CSS",0.1595,0.16,0.12,0.7523510971786833,4.70219435736677,1.0,0.09448,3.391898734177214,0.9367440015863572,0.6015037593984962,0.7051798775936706,0.7511755485893417
"Teamwork, Java",Unit Testing,0.0575,0.1295,0.035,0.6086956521739131,4.700352526439483,1.0,0.027553750000000002,2.2246111111111113,0.8352785145888594,0.23026315789473686,0.5504832305271833,0.4394829612220917
Redux,"Rest Apis, React",0.0725,0.1365,0.0465,0.6413793103448276,4.6987495263357335,1.0,0.03660375,2.4078365384615386,0.8487088079297451,0.2861538461538461,0.5846894155701537,0.49101932550208416
Responsive Design,"Git, TypeScript",0.073,0.124,0.0425,0.5821917808219179,4.69509500662837,1.0,0.033448000000000006,2.0966557377049186,0.8489878799416207,0.2750809061488673,0.5230499781072122,0.46246685815289446
"Rest Apis, React",HTML/CSS,0.1365,0.189,0.121,0.8864468864468864,4.690195166385642,1.0,0.0952015,7.142032258064513,0.9111630065991281,0.5916870415647921,0.8599838303907353,0.7633292633292633
HTML/CSS,"Rest Apis, React",0.189,0.1365,0.121,0.6402116402116402,4.690195166385642,1.0,0.0952015,2.4000220588235295,0.9701470483333503,0.5916870415647921,0.5833371629549974,0.7633292633292633
"HTML/CSS, SQL",React,0.073,0.168,0.0575,0.7876712328767124,4.688519243313764,1.0,0.045236,3.9184516129032265,0.8486656348201304,0.3133514986376022,0.7447971548998946,0.5649665688193086
"Git, Figma",TypeScript,0.0495,0.1595,0.037,0.7474747474747474,4.686362053133212,1.0,0.02910475,3.3283799999999992,0.8275800787636663,0.2151162790697674,0.6995535365553212,0.4897248345524207
"JavaScript, Figma",TypeScript,0.0495,0.1595,0.037,0.7474747474747474,4.686362053133212,1.0,0.02910475,3.3283799999999992,0.8275800787636663,0.2151162790697674,0.6995535365553212,0.4897248345524207
"Responsive Design, Teamwork",TypeScript,0.0475,0.1595,0.0355,0.7473684210526315,4.685695429797063,1.0,0.027923749999999997,3.326979166666665,0.8258105060811061,0.20699708454810492,0.6994270327812391,0.48496947698399595
Webpack,"React, Git",0.0675,0.1265,0.04,0.5925925925925926,4.684526423656858,1.0,0.031461249999999996,2.1440454545454544,0.843465147453083,0.25974025974025977,0.5335919777820178,0.4543990630947152
"React, MongoDB",Node.js,0.071,0.185,0.0615,0.8661971830985916,4.6821469356680625,1.0,0.048365,6.09105263157895,0.8465261186519292,0.31619537275064263,0.8358247645381494,0.599314807765512
"Docker, HTML/CSS",React,0.0795,0.168,0.0625,0.7861635220125786,4.679544773884396,1.0,0.049144,3.8908235294117635,0.8542140141227594,0.33783783783783783,0.7429850024189646,0.579093665768194
"Docker, React",Node.js,0.078,0.185,0.0675,0.8653846153846154,4.677754677754678,1.0,0.053070000000000006,6.054285714285715,0.8527355989395036,0.3452685421994885,0.8348277489381785,0.6151247401247402
"Redux, Responsive Design",TypeScript,0.059,0.1595,0.044,0.7457627118644068,4.67562828755114,1.0,0.034589499999999995,3.305966666666667,0.8354144527098829,0.2521489971346705,0.6975166113794251,0.510812390414962
"JavaScript, Node.js",React,0.0975,0.168,0.0765,0.7846153846153846,4.67032967032967,1.0,0.06011999999999999,3.8628571428571425,0.8707837705719406,0.40476190476190477,0.7411242603550295,0.6199862637362636
Redis,"Docker, Linux",0.081,0.123,0.0465,0.5740740740740741,4.667268894911172,1.0,0.036537,2.0590434782608695,0.8549966653796202,0.2952380952380952,0.514337598716162,0.4760614272809395
Responsive Design,"Rest Apis, React",0.073,0.1365,0.0465,0.636986301369863,4.666566310401927,1.0,0.0365355,2.378698113207547,0.8475832550370601,0.28527607361963186,0.5796019703183127,0.48882282101460184
"Rest Apis, TypeScript",HTML/CSS,0.127,0.189,0.112,0.8818897637795275,4.666083406240887,1.0,0.087997,6.866466666666666,0.8999856815578465,0.5490196078431372,0.8543646902336961,0.73724117818606
HTML/CSS,"Rest Apis, TypeScript",0.189,0.127,0.112,0.5925925925925926,4.666083406240886,1.0,0.087997,2.1428181818181815,0.9687885326757091,0.5490196078431372,0.5333248483305757,0.73724117818606
TypeScript,"Rest Apis, HTML/CSS",0.1595,0.1505,0.112,0.7021943573667712,4.665743238317416,1.0,0.08799525,2.8525315789473686,0.9347672516359309,0.5656565656565656,0.6494342052581179,0.7231902019391996
"Rest Apis, HTML/CSS",TypeScript,0.1505,0.1595,0.112,0.7441860465116279,4.665743238317416,1.0,0.08799525,3.2855909090909092,0.9248638905238374,0.5656565656565656,0.6956407454034835,0.7231902019391996
HTML/CSS,"React, Git",0.189,0.1265,0.1115,0.58994708994709,4.6636133592655336,1.0,0.0875915,2.1302129032258064,0.9686485709388288,0.5465686274509803,0.530563354261122,0.7356850074241379
"React, Git",HTML/CSS,0.1265,0.189,0.1115,0.8814229249011858,4.6636133592655336,1.0,0.0875915,6.839433333333334,0.8993405735906013,0.5465686274509803,0.8537890565982562,0.7356850074241379
"Redux, Git",React,0.053,0.168,0.0415,0.7830188679245284,4.660826594788859,1.0,0.032596,3.8344347826086964,0.8294042060533581,0.23119777158774377,0.7392053701015966,0.5150213387241689
"JavaScript, MongoDB",Node.js,0.087,0.185,0.075,0.8620689655172414,4.659832246039143,1.0,0.058905,5.908750000000002,0.8602409638554217,0.38071065989847713,0.8307594668923209,0.6337371854613234
"JavaScript, HTML/CSS",React,0.16,0.168,0.125,0.78125,4.650297619047619,1.0,0.09812,3.8034285714285714,0.9344761904761905,0.6157635467980295,0.7370793269230769,0.7626488095238095
React,"JavaScript, HTML/CSS",0.168,0.16,0.125,0.744047619047619,4.650297619047619,1.0,0.09812,3.281860465116278,0.9434615384615385,0.6157635467980295,0.6952947845804988,0.7626488095238095
React,TypeScript,0.168,0.1595,0.1245,0.7410714285714285,4.6462158531124045,1.0,0.097704,3.2460689655172406,0.9432344763670065,0.6133004926108374,0.6919350726608311,0.7608178459471562
TypeScript,React,0.1595,0.168,0.1245,0.780564263322884,4.6462158531124045,1.0,0.097704,3.7915428571428564,0.9336955197350973,0.6133004926108374,0.7362551241861586,0.7608178459471562
"Docker, JavaScript",TypeScript,0.0945,0.1595,0.07,0.7407407407407408,4.644142575177058,1.0,0.054927250000000004,3.2419285714285726,0.8665654334621755,0.3804347826086957,0.6915416308634632,0.5898061070474864
Webpack,TypeScript,0.0675,0.1595,0.05,0.7407407407407407,4.6441425751770575,1.0,0.03923375,3.241928571428571,0.8414745308310991,0.2824858757062147,0.6915416308634631,0.5271101822825961
"TypeScript, Teamwork",HTML/CSS,0.097,0.189,0.085,0.8762886597938144,4.636447935417007,1.0,0.066667,6.555583333333333,0.8685688228779884,0.4228855721393035,0.847458273481892,0.6630120547646321
React,"Git, TypeScript",0.168,0.124,0.0965,0.5744047619047619,4.632296466973886,1.0,0.075668,2.058293706293706,0.942457154244719,0.4936061381074168,0.5141606871058926,0.6763152841781874
"Git, TypeScript",React,0.124,0.168,0.0965,0.7782258064516129,4.6322964669738855,1.0,0.075668,3.7515636363636355,0.8951191236662172,0.4936061381074168,0.7334444789081885,0.6763152841781874
HTML/CSS,"React, TypeScript",0.189,0.1245,0.109,0.5767195767195767,4.632285756783749,1.0,0.0854695,2.06836875,0.9668604848471138,0.5330073349633252,0.516527214985239,0.7261107923758526
"React, TypeScript",HTML/CSS,0.1245,0.189,0.109,0.8755020080321285,4.632285756783749,1.0,0.0854695,6.514161290322581,0.8956297580936713,0.5330073349633252,0.8464882959705654,0.7261107923758526
"HTML/CSS, Webpack",TypeScript,0.067,0.1595,0.0495,0.7388059701492538,4.632012352032938,1.0,0.0388135,3.217914285714286,0.8404191973323806,0.2796610169491526,0.6892397027355786,0.5245753988677303
"Problem Solving, TypeScript",React,0.1005,0.168,0.078,0.7761194029850745,4.619758351101634,1.0,0.061116,3.716266666666665,0.8710822251678282,0.4094488188976378,0.7309127439724453,0.6202025586353944
"Rest Apis, Redux",TypeScript,0.057,0.1595,0.042,0.736842105263158,4.619699719518231,1.0,0.0329085,3.193900000000001,0.8308968338130586,0.24068767908309457,0.6869031591471243,0.5000824946378486
"JavaScript, MongoDB",React,0.087,0.168,0.0675,0.7758620689655173,4.618226600985222,1.0,0.052884,3.7120000000000015,0.8581234027017158,0.36000000000000004,0.7306034482758622,0.5888238916256159
User Research,Figma,0.0795,0.109,0.04,0.5031446540880503,4.616006000807801,1.0,0.0313345,1.7932784810126583,0.8510184682237915,0.26936026936026936,0.44236212580028095,0.43505856557613526
Redux,"JavaScript, HTML/CSS",0.0725,0.16,0.0535,0.7379310344827587,4.612068965517241,1.0,0.0419,3.2052631578947373,0.8443963019875558,0.2988826815642458,0.6880131362889984,0.5361530172413793
"Responsive Design, Communication",TypeScript,0.047,0.1595,0.0345,0.7340425531914894,4.602147668912159,1.0,0.027003500000000003,3.16028,0.8213117995042354,0.2005813953488372,0.6835723416912426,0.47517174681518043
Webpack,"Git, TypeScript",0.0675,0.124,0.0385,0.5703703703703703,4.599761051373954,1.0,0.030129999999999997,2.038965517241379,0.8392465443403779,0.25163398692810457,0.5095552173177743,0.4404271206690561
Responsive Design,TypeScript,0.073,0.1595,0.0535,0.7328767123287672,4.594838321810452,1.0,0.0418565,3.1464871794871803,0.8439746342840435,0.2988826815642458,0.6821852615452316,0.5341499549104651
"Figma, Webpack",TypeScript,0.0505,0.1595,0.037,0.7326732673267325,4.593562804556317,1.0,0.02894525,3.144092592592591,0.823911589314433,0.21387283236994217,0.6819432091930191,0.4823240944784133
"React, Problem Solving",TypeScript,0.1065,0.1595,0.078,0.7323943661971831,4.591814208132809,1.0,0.061013250000000005,3.1408157894736846,0.8754573630063279,0.4148936170212766,0.6816113815552447,0.6107112896816637
Webpack,"JavaScript, HTML/CSS",0.0675,0.16,0.0495,0.7333333333333333,4.583333333333333,1.0,0.0387,3.1499999999999995,0.8384109188398732,0.27808988764044945,0.6825396825396824,0.5213541666666667
React,"Problem Solving, HTML/CSS",0.168,0.119,0.0915,0.5446428571428571,4.576830732292917,1.0,0.071508,1.9347450980392156,0.939312736443884,0.4680306905370843,0.48313604670017835,0.6567752100840336
"Problem Solving, HTML/CSS",React,0.119,0.168,0.0915,0.7689075630252101,4.576830732292917,1.0,0.071508,3.6002909090909094,0.8870694627937701,0.4680306905370843,0.7222446670976083,0.6567752100840336
Redis,"Python, MongoDB",0.081,0.139,0.0515,0.6358024691358024,4.574118482991384,1.0,0.040241,2.364101694915254,0.8502487930105538,0.3056379821958456,0.5770063520741027,0.5031530331290522
"React, Python",Node.js,0.078,0.185,0.066,0.8461538461538461,4.573804573804574,1.0,0.051570000000000005,5.297499999999999,0.8474659830408204,0.3350253807106599,0.811231713072204,0.6014553014553015
"Responsive Design, HTML/CSS",TypeScript,0.072,0.1595,0.0525,0.7291666666666667,4.571577847439917,1.0,0.041016,3.1033846153846163,0.841871921182266,0.29329608938547486,0.6777711679555821,0.5291601358411704
HTML/CSS,React,0.189,0.168,0.145,0.7671957671957671,4.566641471403376,1.0,0.11324799999999999,3.5738181818181802,0.9630341426081042,0.6839622641509434,0.72018722018722,0.8151455026455026
React,HTML/CSS,0.168,0.189,0.145,0.863095238095238,4.566641471403376,1.0,0.11324799999999999,5.9238260869565185,0.9387267904509284,0.6839622641509434,0.8311901826081851,0.8151455026455026
"Python, TypeScript",Node.js,0.074,0.185,0.0625,0.8445945945945946,4.565376186997809,1.0,0.04881,5.244347826086957,0.8433693304535637,0.31806615776081426,0.8093185209749628,0.5912162162162162
Redux,"Rest Apis, TypeScript",0.0725,0.127,0.042,0.5793103448275863,4.5614987781699705,1.0,0.0327925,2.0751639344262296,0.8418046463868566,0.26666666666666666,0.5181103606272466,0.4550095031224546
React,"Git, HTML/CSS",0.168,0.1455,0.1115,0.6636904761904762,4.56144657175585,1.0,0.087056,2.5408141592920352,0.9384270438082096,0.5519801980198019,0.6064253671041266,0.7150067501227295
"Git, HTML/CSS",React,0.1455,0.168,0.1115,0.7663230240549829,4.56144657175585,1.0,0.087056,3.5604705882352947,0.9137171450537512,0.5519801980198019,0.7191382500660851,0.7150067501227295
TypeScript,HTML/CSS,0.1595,0.189,0.1375,0.8620689655172414,4.561211457763182,1.0,0.1073545,5.879750000000002,0.9289232599643069,0.6516587677725119,0.8299247416982016,0.7947910965152345
HTML/CSS,TypeScript,0.189,0.1595,0.1375,0.7275132275132276,4.561211457763182,1.0,0.1073545,3.084553398058253,0.9627127003699137,0.6516587677725119,0.6758039589687419,0.7947910965152345
Redux,"Git, TypeScript",0.0725,0.124,0.041,0.5655172413793104,4.560622914349278,1.0,0.032010000000000004,2.0161904761904763,0.8417592531720467,0.2636655948553055,0.5040151157298064,0.4480812013348165
"Redux, Problem Solving",TypeScript,0.0495,0.1595,0.036,0.7272727272727272,4.559703619264747,1.0,0.028104749999999998,3.0818333333333325,0.8213440294581799,0.20809248554913293,0.6755178194797468,0.4764890282131661
"Redux, Figma",TypeScript,0.051,0.1595,0.037,0.7254901960784313,4.548527875099883,1.0,0.0288655,3.0618214285714282,0.8220744453621166,0.2132564841498559,0.673397020914255,0.4787325588542627
Responsive Design,"React, Git",0.073,0.1265,0.042,0.5753424657534247,4.548161784612053,1.0,0.0327655,2.056951612903226,0.8415652129244362,0.26666666666666666,0.5138436929060387,0.45367913801505233
"Docker, JavaScript",Node.js,0.0945,0.185,0.0795,0.8412698412698413,4.547404547404548,1.0,0.0620175,5.1345,0.8615067251492452,0.3975000000000001,0.8052390690427501,0.6354997854997855
"React, Problem Solving",HTML/CSS,0.1065,0.189,0.0915,0.8591549295774648,4.545793278187644,1.0,0.0713715,5.758099999999998,0.8729898079939821,0.4485294117647059,0.8263316024383043,0.6716409568522245
"Rest Apis, Figma",TypeScript,0.0525,0.1595,0.038,0.7238095238095238,4.5379907448872965,1.0,0.02962625,3.0431896551724136,0.8228371059575058,0.21839080459770116,0.6713974108382199,0.48102701895805344
Responsive Design,"JavaScript, HTML/CSS",0.073,0.16,0.053,0.726027397260274,4.537671232876712,1.0,0.041319999999999996,3.066,0.8410168732572102,0.29444444444444445,0.6738421395955643,0.528638698630137
"Redux, Teamwork",TypeScript,0.047,0.1595,0.034,0.723404255319149,4.535449876609085,1.0,0.026503500000000003,3.03873076923077,0.8179587679772854,0.19710144927536233,0.6709152353588923,0.46828519975988797
"Teamwork, Webpack",React,0.044,0.168,0.0335,0.7613636363636365,4.531926406926408,1.0,0.026108000000000003,3.486476190476192,0.8152126397302193,0.1876750700280112,0.7131774475524476,0.48038419913419916
Responsive Design,"Rest Apis, TypeScript",0.073,0.127,0.042,0.5753424657534247,4.530255635853738,1.0,0.032729,2.0557741935483875,0.8406277289772435,0.2658227848101266,0.5135652528676113,0.4530255635853738
Redux,"React, Git",0.0725,0.1265,0.0415,0.5724137931034483,4.525010222161646,1.0,0.03232875,2.0428629032258065,0.8398986782710356,0.2634920634920635,0.5104908907881492,0.45023851710508384
HTML/CSS,"JavaScript, TypeScript",0.189,0.1405,0.12,0.6349206349206349,4.519008077726938,1.0,0.09344549999999999,2.3542826086956516,0.9601880394574599,0.5727923627684963,0.5752421581391913,0.7445065808055131
"JavaScript, TypeScript",HTML/CSS,0.1405,0.189,0.12,0.8540925266903914,4.519008077726938,1.0,0.09344549999999999,5.558317073170728,0.9060063990692263,0.5727923627684963,0.8200894287181151,0.7445065808055131
"React, Teamwork",HTML/CSS,0.1025,0.189,0.0875,0.8536585365853658,4.5167118337850045,1.0,0.0681275,5.541833333333332,0.8675208913649025,0.42892156862745096,0.8195542991188236,0.6583107497741644
"JavaScript, React",HTML/CSS,0.1465,0.189,0.125,0.8532423208191127,4.514509633963559,1.0,0.0973115,5.526116279069768,0.9121171646162858,0.5938242280285035,0.8190410860901512,0.757308991097387
HTML/CSS,"JavaScript, React",0.189,0.1465,0.125,0.6613756613756614,4.514509633963559,1.0,0.0973115,2.5204921875000004,0.9599161528976572,0.5938242280285035,0.6032520930001891,0.757308991097387
"Docker, TypeScript",Node.js,0.0725,0.185,0.0605,0.8344827586206897,4.51071761416589,1.0,0.0470875,4.923958333333333,0.8391437036377002,0.30710659898477155,0.796911360270785,0.5807548928238584
"Communication, Webpack",TypeScript,0.0445,0.1595,0.032,0.7191011235955057,4.50847099432919,1.0,0.02490225,2.992180000000001,0.8144377943485086,0.18604651162790697,0.6657955069547956,0.45986404142157733
"Responsive Design, Problem Solving",TypeScript,0.0515,0.1595,0.037,0.7184466019417476,4.504367410293089,1.0,0.02878575,2.9852241379310347,0.8202353645158073,0.21264367816091956,0.6650167780389621,0.4752107617859208
"Redux, HTML/CSS",TypeScript,0.071,0.1595,0.051,0.7183098591549296,4.5035100887456405,1.0,0.039675499999999995,2.9837750000000005,0.8374068680216973,0.2841225626740947,0.664854085847626,0.519029537727935
Redux,TypeScript,0.0725,0.1595,0.052,0.7172413793103448,4.496811155550751,1.0,0.04043625,2.9725,0.8384045200082937,0.28888888888888886,0.663582842724979,0.5216300940438872
"Communication, TypeScript",React,0.094,0.168,0.071,0.7553191489361701,4.495947315096251,1.0,0.05520799999999999,3.4003478260869553,0.8582532723937444,0.3717277486910994,0.7059124386252045,0.5889690982776088
"React, Figma",TypeScript,0.053,0.1595,0.038,0.7169811320754716,4.495179511444963,1.0,0.0295465,2.969766666666666,0.8210554104373924,0.2177650429799427,0.6632732088940769,0.47761282309102737
"Responsive Design, Figma",TypeScript,0.053,0.1595,0.038,0.7169811320754716,4.495179511444963,1.0,0.0295465,2.969766666666666,0.8210554104373924,0.2177650429799427,0.6632732088940769,0.47761282309102737
"Docker, TypeScript",HTML/CSS,0.0725,0.189,0.0615,0.8482758620689655,4.488232074438971,1.0,0.0477975,5.345227272727273,0.8379462231279995,0.3075,0.8129172158680218,0.5868363437328955
"TypeScript, SQL",Node.js,0.073,0.185,0.0605,0.8287671232876712,4.479822288041466,1.0,0.046994999999999995,4.759599999999999,0.8379469897563453,0.3063291139240506,0.7898983107824187,0.5778970751573491
"HTML/CSS, SQL",Node.js,0.073,0.185,0.0605,0.8287671232876712,4.479822288041466,1.0,0.046994999999999995,4.759599999999999,0.8379469897563453,0.3063291139240506,0.7898983107824187,0.5778970751573491
"Communication, HTML/CSS",React,0.111,0.168,0.0835,0.7522522522522523,4.477691977691978,1.0,0.064852,3.3582545454545465,0.8736452853572945,0.42710997442455245,0.7022262647262648,0.6246380308880309
"Communication, React",TypeScript,0.0995,0.1595,0.071,0.7135678391959798,4.473779556087647,1.0,0.05512974999999999,2.934377192982455,0.8622713515965309,0.37765957446808507,0.6592121822676738,0.5793544525133504
"Python, HTML/CSS",Node.js,0.078,0.185,0.0645,0.826923076923077,4.469854469854471,1.0,0.05007,4.7088888888888905,0.841951268728245,0.3249370277078086,0.7876356772062295,0.5877858627858628
"Docker, HTML/CSS",Node.js,0.0795,0.185,0.0655,0.8238993710691824,4.453510113887472,1.0,0.050792500000000004,4.628035714285715,0.842431303929577,0.32914572864321606,0.7839256086738434,0.5889767125616182
Node.js,"Rest Apis, MongoDB",0.185,0.136,0.112,0.6054054054054054,4.451510333863275,1.0,0.08684,2.1895890410958905,0.9513584574934268,0.5358851674641147,0.5432932932932933,0.7144674085850556
"Rest Apis, MongoDB",Node.js,0.136,0.185,0.112,0.8235294117647058,4.451510333863275,1.0,0.08684,4.618333333333332,0.8974041005291005,0.5358851674641147,0.7834716708769397,0.7144674085850556
Api Design,"Git, MongoDB",0.08,0.139,0.0495,0.61875,4.451438848920863,1.0,0.03838,2.258360655737705,0.8427755819060165,0.29203539823008845,0.5572009291521487,0.48743255395683455
"TypeScript, Teamwork",React,0.097,0.168,0.0725,0.747422680412371,4.448944526264113,1.0,0.05620399999999999,3.2940408163265293,0.8585023103066406,0.3766233766233766,0.6964214908802536,0.589485149729995
"Communication, React",HTML/CSS,0.0995,0.189,0.0835,0.8391959798994975,4.440190369838611,1.0,0.0646945,5.0434062499999985,0.8603935937120761,0.4073170731707318,0.8017213069044358,0.6404974608492197
"React, Teamwork",TypeScript,0.1025,0.1595,0.0725,0.7073170731707317,4.434589800443459,1.0,0.05615125,2.871708333333333,0.8629526462395544,0.3825857519788918,0.6517752209050942,0.5809312638580931
"React, MongoDB",HTML/CSS,0.071,0.189,0.0595,0.8380281690140845,4.434011476264997,1.0,0.046081,5.007043478260869,0.8336604824922433,0.29675810473815456,0.8002813428040499,0.5764214919144497
"Communication, HTML/CSS",TypeScript,0.111,0.1595,0.0785,0.7072072072072072,4.433900985625123,1.0,0.0607955,2.870630769230769,0.8711641936477685,0.4088541666666667,0.6516445058979264,0.5996851083057979
"Redux, Teamwork",React,0.047,0.168,0.035,0.7446808510638299,4.432624113475177,1.0,0.027104000000000003,3.2586666666666675,0.812591815320042,0.19444444444444445,0.693126022913257,0.4765070921985816
Node.js,"Rest Apis, Docker",0.185,0.1385,0.1135,0.6135135135135136,4.429700458581325,1.0,0.0878775,2.2290559440559443,0.9500013513148293,0.5404761904761904,0.5513795862025694,0.7165040491755293
"Rest Apis, Docker",Node.js,0.1385,0.185,0.1135,0.8194945848375451,4.429700458581325,1.0,0.0878775,4.5150999999999994,0.8987244356605756,0.5404761904761904,0.778520962990853,0.7165040491755293
"Problem Solving, HTML/CSS",TypeScript,0.119,0.1595,0.084,0.7058823529411765,4.425594689286373,1.0,0.06501950000000001,2.8577000000000004,0.8785944003026864,0.4318766066838048,0.6500682366938447,0.6162640604831274
TypeScript,"Problem Solving, HTML/CSS",0.1595,0.119,0.084,0.5266457680250783,4.425594689286373,1.0,0.06501950000000001,1.861185430463576,0.9209300019829466,0.4318766066838048,0.4627080227299414,0.6162640604831274
Redux,"JavaScript, React",0.0725,0.1465,0.047,0.6482758620689656,4.425091208661882,1.0,0.03637875,2.426617647058824,0.8345185525032977,0.2732558139534884,0.5879037634082784,0.48454748734847597
"Teamwork, HTML/CSS",TypeScript,0.1205,0.1595,0.085,0.7053941908713693,4.422534112046202,1.0,0.06578025000000001,2.852964788732395,0.8799150586897637,0.4358974358974359,0.6494874370866976,0.6191547756864684
TypeScript,"Teamwork, HTML/CSS",0.1595,0.1205,0.085,0.5329153605015674,4.422534112046202,1.0,0.06578025000000001,1.882956375838926,0.920743954928789,0.4358974358974359,0.4689202507124132,0.6191547756864684
"Problem Solving, TypeScript",HTML/CSS,0.1005,0.189,0.084,0.835820895522388,4.422332780541735,1.0,0.06500550000000001,4.939727272727271,0.8603390772651474,0.40875912408759135,0.7975596738870383,0.6401326699834162
"Communication, TypeScript",HTML/CSS,0.094,0.189,0.0785,0.8351063829787234,4.418552290892716,1.0,0.060733999999999996,4.918322580645161,0.8539531221439518,0.38386308068459657,0.796678647322717,0.6252251491613194
"Node.js, HTML/CSS",MongoDB,0.077,0.189,0.064,0.8311688311688312,4.397718683432969,1.0,0.049447000000000005,4.8036153846153855,0.8370632448537378,0.31683168316831684,0.7918234662994219,0.5848965848965849
Node.js,"Docker, SQL",0.185,0.134,0.109,0.5891891891891892,4.396934247680516,1.0,0.08421000000000001,2.1080263157894734,0.9479371869195701,0.519047619047619,0.525622620310842,0.7013110125050424
"Docker, SQL",Node.js,0.134,0.185,0.109,0.8134328358208954,4.396934247680516,1.0,0.08421000000000001,4.368399999999998,0.892111786766108,0.519047619047619,0.7710832341360682,0.7013110125050424
"Redux, Communication",TypeScript,0.0485,0.1595,0.034,0.7010309278350516,4.395178230940762,1.0,0.026264250000000003,2.811327586206897,0.8118528020772156,0.1954022988505747,0.6442961663712691,0.4570985360178393
"Rest Apis, Django",Node.js,0.0605,0.185,0.049,0.8099173553719009,4.377931650658923,1.0,0.0378075,4.2876086956521755,0.8212683689761163,0.24936386768447838,0.7667697611925166,0.5373911101183829
"TypeScript, MongoDB",HTML/CSS,0.0695,0.189,0.0575,0.8273381294964028,4.377450420615888,1.0,0.0443645,4.6970416666666654,0.8291848702193771,0.2860696517412935,0.7871000363704104,0.5657854668646035
"React, Python",HTML/CSS,0.078,0.189,0.0645,0.826923076923077,4.375254375254375,1.0,0.049758000000000004,4.685777777777779,0.8367048378146598,0.3185185185185185,0.7865882576116857,0.5840964590964591
"Python, MongoDB",Node.js,0.139,0.185,0.1125,0.8093525179856115,4.3748784755978996,1.0,0.086785,4.274905660377358,0.8959607691315008,0.5319148936170213,0.7660767091847995,0.7087303130468598
Node.js,"Python, MongoDB",0.185,0.139,0.1125,0.6081081081081081,4.3748784755978996,1.0,0.086785,2.1970344827586206,0.9465303340149966,0.5319148936170213,0.5448410082556424,0.7087303130468598
Api Design,"Node.js, Git",0.08,0.1405,0.049,0.6125,4.359430604982206,1.0,0.03776,2.2180645161290324,0.8376220053238687,0.28571428571428564,0.5491564863292613,0.48062722419928827
Node.js,"Docker, MongoDB",0.185,0.1365,0.11,0.5945945945945946,4.356004356004356,1.0,0.0847475,2.129966666666667,0.9453151143335193,0.5200945626477541,0.5305090846492121,0.7002277002277002
"Docker, MongoDB",Node.js,0.1365,0.185,0.11,0.8058608058608058,4.356004356004355,1.0,0.0847475,4.198018867924526,0.8922198241827657,0.5200945626477541,0.7617923998292097,0.7002277002277002
"Figma, HTML/CSS",TypeScript,0.065,0.1595,0.045,0.6923076923076923,4.340487099107788,1.0,0.0346325,2.7316249999999997,0.8231134878193701,0.25069637883008355,0.6339175399258683,0.48721967687484924
"Python, TypeScript",HTML/CSS,0.074,0.189,0.0605,0.8175675675675675,4.325754325754326,1.0,0.046514,4.4454814814814805,0.8302661406922156,0.2987654320987654,0.7750524877528576,0.5688366938366938
"Api Design, Django",Node.js,0.06,0.185,0.048,0.8,4.324324324324325,1.0,0.0369,4.075000000000001,0.8178191489361702,0.24365482233502536,0.7546012269938651,0.5297297297297298
"Responsive Design, Teamwork",React,0.0475,0.168,0.0345,0.7263157894736842,4.323308270676692,1.0,0.026520000000000002,3.0400000000000005,0.8070295560880977,0.19060773480662982,0.6710526315789473,0.4658364661654135
